date,IMEI,Longitude0,latitude0,Longitude1,latitude1,Longitude2,latitude2,Longitude3,latitude3,Longitude4,latitude4,Longitude5,latitude5,Longitude6,latitude6,Longitude7,latitude7,Longitude8,latitude8,Longitude9,latitude9,Longitude10,latitude10,Longitude11,latitude11,Longitude12,latitude12,Longitude13,latitude13,Longitude14,latitude14,Longitude15,latitude15,Longitude16,latitude16,Longitude17,latitude17,Longitude18,latitude18,Longitude19,latitude19,Longitude20,latitude20,Longitude21,latitude21,Longitude22,latitude22,Longitude23,latitude23
20160101,bf3f04034044fd5c9d5f9445c3a3eda3,121.39694,31.21583,121.38982,31.21461,121.38982,31.21461,121.38982,31.21461,121.38982,31.21461,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.38982,31.21461,121.49751,31.26449001,,,121.49751,31.26449,121.49751,31.26449001,,,121.49751,31.26449001,121.49751,31.26449001,,,121.49751,31.26449001,,,121.49751,31.26449001,121.49751,31.26449001,121.3923405,31.21412391,121.39637,31.21376001,121.38982,31.21461
20160103,bf3f04034044fd5c9d5f9445c3a3eda3,,,,,,,,,,,,,,,,,121.38982,31.21461,121.52591,31.26067,,,,,121.52766,31.2629,121.52766,31.2629,121.52766,31.2629,,,121.52766,31.2629,121.52766,31.2629,,,121.52766,31.2629,,,121.5163115,31.24194276,121.3923405,31.21412391,121.38982,31.21461
20160104,bf3f04034044fd5c9d5f9445c3a3eda3,,,,,,,121.38982,31.21461,,,,,,,,,121.38982,31.21461,121.4329,31.2555,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,,,121.39637,31.21376001,,
20160102,bf3f04034044fd5c9d5f9445c3a3eda3,,,,,,,,,,,,,,,,,121.455851,31.23197156,121.4837113,31.2601311,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449001,121.49751,31.26449,121.49751,31.26449,121.49751,31.26449,,,121.49751,31.26449,121.49751,31.26449,121.39637,31.21376001,121.39637,31.21376001,,
20151230,bf3f04034044fd5c9d5f9445c3a3eda3,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,,,,,121.47773,31.24814,121.52591,31.26067,121.50111,31.27028,121.50111,31.27028,,,,,121.50111,31.27028,121.50111,31.27028,121.50111,31.27028,121.50111,31.27028,121.50111,31.27028,121.41167,31.21944,121.38982,31.21461,,
20151229,bf3f04034044fd5c9d5f9445c3a3eda3,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.39694,31.21583,121.3987,31.2133,,,121.47773,31.24814,121.50111,31.27028,121.50111,31.27028,121.50111,31.27028,121.49228,31.26182,121.50111,31.27028,121.50111,31.27028,,,121.50111,31.27028,,,121.50111,31.27028,121.39694,31.21583,121.38982,31.21461,,
20151230,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,,,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.4688,31.25783401,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001
20151231,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,,,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001
20160102,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.14231,31.26552,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001
20160101,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.4688,31.25783401,121.46861,31.25445001,121.46861,31.25445001,,,,,,,,,,,,
20151229,5870107caa6fff2989f3cd57bfc14daa,,,,,,,,,,,,,,,,,,,,,,,,,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,121.47815,31.25071001,121.32959,31.46426,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001
20151227,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.4688,31.25783401,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001
20151228,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,121.4688,31.25783401,121.46861,31.25445001,121.46861,31.25445001,121.4577,31.24244001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,,,,,,
20160105,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.47642,31.25719001,121.46046,31.35563001,,,,,121.08987,31.24117,,,,,,,,,,,,,,,,,,,,,,
20160106,5870107caa6fff2989f3cd57bfc14daa,,,,,,,,,,,,,,,,,,,,,,,,,121.543,31.37260001,,,121.46861,31.25445001,,,,,,,,,,,,,,,,,,
20160103,5870107caa6fff2989f3cd57bfc14daa,,,121.46861,31.25445001,121.43314,31.38416,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001
20160104,5870107caa6fff2989f3cd57bfc14daa,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,121.46861,31.25445001,,,,,121.47833,31.26083001,,,121.46861,31.25445001,,,121.46861,31.25445001,121.46861,31.25445001,,,121.46861,31.25445001,121.4688,31.25783401,121.46861,31.25445001
20160102,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,,,,,,,,,121.47494,31.19433001,121.45194,31.23167001,,,,,121.46091,31.21906001,,,121.46091,31.21906001,121.45573,31.22267001,121.46091,31.21906001,,,,
20160104,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,,,,,,,121.50426,31.18687001,,,121.46777,31.24305001,121.45662,31.29203001,,,,,,,,,,,,,,,,
20160103,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,,,,,,,121.50426,31.18687001,121.50426,31.18687001,,,121.45879,31.26883001,121.45662,31.29203001,,,121.40996,31.23860001,,,,,,,,,,
20151228,91186f11451f3aa05dcd83449f25f67e,,,121.45662,31.29203001,121.45662,31.29203001,121.45662,31.29203001,121.45662,31.29203001,121.45662,31.29203001,121.45662,31.29203001,121.45662,31.29203001,121.45662,31.29203001,121.45662,31.29203001,,,,,,,121.47494,31.19433001,121.45432,31.22801001,121.46777,31.24305001,,,,,,,,,121.49821,31.18933,,,,,,
20151227,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,,,,,,,121.50426,31.18687001,121.45361,31.26694001,,,,,121.45777,31.29573001,,,,,,,121.50381,31.27336001,121.45684,31.29197,,,,
20151231,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,,,121.476,31.2502,121.50426,31.18687001,121.50426,31.18687001,121.50326,31.19741001,121.50471,31.20658001,121.45333,31.22367001,,,,,,,,,,,,,,,,
20151229,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,121.45662,31.29203001,,,,,,,,,,,,,121.44598,31.28562001,,,,,,,,,121.45432,31.22801001,121.44168,31.22687001,121.44168,31.22687001
20151230,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,,,,,121.50426,31.18687001,,,121.50426,31.18687001,121.46783,31.22061001,121.45747,31.23455001,121.45662,31.29203001,,,,,,,,,,,,,,
20160101,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,,,,,121.50426,31.18687001,,,,,121.45747,31.23455001,121.45879,31.26883001,121.462751,31.29901701,,,121.472328,31.30157001,,,121.45777,31.29573001,,,,,,
20160105,91186f11451f3aa05dcd83449f25f67e,,,,,,,,,,,,,,,,,,,121.45662,31.29203001,121.45662,31.29203001,,,,,,,,,,,,,,,,,,,121.45432,31.22801001,121.44389,31.22806001,121.44168,31.22687001,,
20160106,91186f11451f3aa05dcd83449f25f67e,121.455,31.21970001,,,,,,,,,,,,,,,,,,,,,,,121.50426,31.18687001,,,121.50426,31.18687001,,,,,,,,,,,,,,,,,,
20160105,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,121.48138,31.31731001,121.24017,31.24705001,,,,,,,121.16143,31.35683,121.16143,31.35683,,,121.22704,31.24017001,121.51954,31.33867001,,,,,121.51954,31.33867001,,,121.51954,31.33867001,,
20160106,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,,,121.24148,31.22473001,121.16143,31.35683,121.16143,31.35683,121.24148,31.22473001,121.16143,31.35683,121.45359,31.40509001,,,,,,,,,,,,,,,,,,
20151230,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,,,121.16143,31.35683,121.24148,31.22473001,121.24148,31.22473001,121.24148,31.22473001,121.66521,31.24649,121.24148,31.22473001,,,,,,,,,,,,,,,,,,
20151229,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,,,121.16143,31.35683,121.24148,31.22473001,121.22674,31.24032001,121.22674,31.24032001,121.24148,31.22473001,121.16916,31.43694,121.16143,31.35683,,,,,,,,,,,,,121.50899,31.34228001,,
20160103,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.51954,31.33867001,,,,,,,,
20160104,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,121.51954,31.33867001,,,121.24148,31.22473001,,,,,121.16143,31.35683,121.16143,31.35683,,,,,,,121.42336,31.29012001,,,,,,,,,,,,
20151227,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4975,31.35416001,121.48704,31.39240001,121.50899,31.34228001,,,,,,,,,121.51954,31.33867001,121.51954,31.33867001,,
20151228,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,121.51954,31.33867001,121.49056,31.32278001,121.16143,31.35683,121.16143,31.35683,121.16143,31.35683,121.42385,31.27831,121.24148,31.22473001,121.16143,31.35683,121.16143,31.35683,121.16143,31.35683,121.44025,31.36908001,121.44025,31.36908001,,,,,,,,,,
20160102,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.51954,31.33867001,,,,,,
20151231,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,,,,,,,121.51954,31.33867001,121.24148,31.22473001,121.24148,31.22473001,121.24148,31.22473001,121.24148,31.22473001,121.16143,31.35683,,,,,121.48742,31.39810001,,,,,,,,,,,121.524496,31.33986101,,
20160101,7d0dd5eddb846c707f064bc0292f4b01,,,,,,,,,,,121.51954,31.33867001,,,,,,,,,,,,,,,121.26525,31.38430001,,,121.49354,31.39683001,,,121.491,31.36646001,,,,,121.48704,31.39240001,,,,,,
20160101,1688054ecf3b87eb57d30d73e130f1a2,121.654,30.93340001,121.654,30.93340001,,,,,,,121.654,30.93340001,121.67632,30.93614001,121.60312,30.97675001,121.59367,30.96573001,121.67632,30.93614001,121.7368363,30.94770905,121.7203889,30.9358195,,,121.7368363,30.94770905,121.7368363,30.94770905,121.65425,30.9334,121.654,30.93340001,121.654,30.93340001,,,121.643,30.91820001,121.643,30.91820001,121.645,30.91150001,121.645,30.91150001,121.654,30.93340001
20151231,1688054ecf3b87eb57d30d73e130f1a2,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.7368363,30.94770905,121.7368363,30.94770905,121.72039,30.93582001,121.7368363,30.94770905,121.654,30.93340001,121.654,30.93340001,,,121.638,30.92220001,,,,,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001
20160103,1688054ecf3b87eb57d30d73e130f1a2,,,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,,,,,121.7368363,30.94770905,121.7368363,30.94770905,121.74741,30.92780001,121.7368363,30.94770905,121.73728,30.93802,,,121.654,30.93340001,,,121.7368363,30.94770905,121.7368363,30.94770905,121.7368363,30.94770905,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001
20160102,1688054ecf3b87eb57d30d73e130f1a2,,,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.67089,30.90943001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.72039,30.93582001,,,,,121.5897,31.26855001,121.719078,30.94417801,121.74741,30.92780001,121.67632,30.93614001,,,,,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,,,,,121.654,30.93340001
20160105,1688054ecf3b87eb57d30d73e130f1a2,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.65189,30.91931001,121.65189,30.91931001,121.654,30.93340001,,,,,121.7368363,30.94770905,,,121.7368363,30.94770905,121.7368363,30.94770905,,,121.7368363,30.94770905,121.74741,30.92780001,121.654,30.93340001,,,121.654,30.93340001,,,121.645,30.91150001,121.645,30.91150001,121.645,30.91150001,121.654,30.93340001
20160104,1688054ecf3b87eb57d30d73e130f1a2,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.63899,30.91387001,,,121.654,30.93340001,,,121.7368363,30.94770905,,,,,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,,,121.654,30.93340001
20160106,1688054ecf3b87eb57d30d73e130f1a2,,,,,,,,,,,,,121.654,30.93340001,121.654,30.93340001,121.7368363,30.94770905,121.7368363,30.94770905,121.73728,30.93802,121.72039,30.93582001,121.719078,30.94417801,121.65425,30.9334,,,,,,,,,,,,,,,,,,,,
20151230,1688054ecf3b87eb57d30d73e130f1a2,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,,,121.65425,30.9334,121.654,30.93340001,121.65425,30.9334,,,,,,,,,121.654,30.93340001,121.72039,30.93582001,121.72039,30.93582001,,,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001
20151229,1688054ecf3b87eb57d30d73e130f1a2,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,,,,,121.65189,30.91931001,121.72457,30.94669001,121.73348,30.91556001,121.72039,30.93582001,,,,,,,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001,121.654,30.93340001
